wall_time,control_step,action_step,schedule_size,stall,obs_triggered,chunks_received_total,chunks_received_tick,latency_estimate_ms,latency_steps,cooldown,last_send_ms,last_source_step,last_chunk_start,last_num_actions,last_action_dim,payload_bytes,raw_image_bytes,encoded_image_bytes
1777081236.151394,1777081235194,1,49,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.223070,1777081235194,2,48,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.289731,1777081235194,3,47,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.356395,1777081235194,4,46,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.423065,1777081235194,5,45,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.489729,1777081235194,6,44,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.556404,1777081235194,7,43,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.618584,1777081235194,8,42,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.689723,1777081235194,9,41,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.756412,1777081235194,10,40,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.820400,1777081235194,11,39,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.885229,1777081235194,12,38,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081236.956386,1777081235194,13,37,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.023050,1777081235194,14,36,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.088038,1777081235194,15,35,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.151903,1777081235194,16,34,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.218560,1777081235194,17,33,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.285231,1777081235194,18,32,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.356380,1777081235194,19,31,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.423040,1777081235194,20,30,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.489698,1777081235194,21,29,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.556374,1777081235194,22,28,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.618400,1777081235194,23,27,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
1777081237.689273,1777081235194,24,26,0,0,1,0,956.812,15,0,796.165,,,,,3311,301056,2820
